,Unnamed: 0,News,Label
1243,1093,PATRIOT Act At 15: Do You Feel Safer?,False
711,561,People in Europe are full of fear over refugee influx,True
650,500,Why conservatives refuse to believe Obama is Christian,True
200,50,Anti-Muhammad cartoon contest: Free speech or deliberately provocative? (+video),True
920,770,Obamas trip to Ethiopia alarms some human rights activists,True
945,795,THE POLLS CAN NO LONGER BE RIGGED THIS ELECTION,False
607,457,Carrot Top To Give Nobel Awards At Drive Thru Window,False
911,761,Julian Assange October Surprise REVEALED,False
687,537,Alabama Prison Officials Retaliate Against Prison Strike Leader By Cutting Water To Cell,False
824,674,Manhunt shifts to lone cabin in upstate New York: Prisoner hideout?,True
572,422,"2 deaths possibly linked to 'superbug' at UCLA hospital after 7 infected, 179 exposed",True
1262,1112,"U.S. strike believed to have killed Jihadi John, Islamic State executioner",True
323,173,"Syrian War Report  November 2, 2016: ISIS and Al-Nusra Attempt to Cut Off Govt Supply Line to Aleppo",False
1365,1215,"Space Wars Likely In The Future As US, Russia Develop Satellite Weapons",False
968,818,Clinton braces for Nevada nail-biter,True
885,735,"Steve Quayle On Economic Collapse, World War 3 and U S elections",False
281,131,McCain: Trump doesn't understand Syria,True
1424,1274,Must Watch: When People Laughed At Donald Trump And Anyone Who Said He Would Win,False
135,135,SaysMichael Bennet wants to close Guantanamo Bay prisonand bring terrorists right here to Colorado.,False
265,115,Netanyahu: I Won't Allow Israel to Be 'Submerged' by Refugees,True
1398,1248,Justice Department Launches Civil Rights Probe Of Baltimore Police,True
876,726,Wife of Muslim jihadist who killed and wounded over 100 in Orlando nightclub massacre says she knew nothing,False
1127,977,"Illegal Thug Returns After Deported Twice, Gives Sick Gift To Girlfriend",False
1370,1220,The Democrats arent doomed: What I learned from Bernie delegates in Philadelphia,True
726,576,"United States v. Texas, the biggest immigration case in a century, explained",True
864,714,Is it necessary to break the law to improve your standard of living?,False
566,416,49 killed in shooting at Florida nightclub in possible act of Islamic terror,True
819,669,Fall of the House of Bush: How last name and Donald Trump doomed Jeb,True
544,394,"Human remains suggest explosion brought down EgyptAir plane, forensics official says",True
222,72,Bernie Sanders lost poor voters in South Carolina by a big margin  a problem for his political revolution,True
926,776,Cruz campaign: We could have stopped Trump if Rubio became running mate,True
648,498,"Architect Of Paris Attacks Was Killed In Raid, French Authorities Say",True
882,732,The Intercept Outs Neocon Democrats Smear Against Trump as Putins Puppet - Eric Zuesse,False
205,55,Ying and Yang (the Gold and Silver Set-Up),False
1310,1160,How far can campaigns go to win support from a Republican delegate?,True
1268,1118,Alabama Sen. Sessions Backs Trumps Immigration Platform,True
916,766,Julian Assange Ends The Suspense: The Source Of Hacked Emails Is Not Russia,False
583,433,Historic firsts fill evening at Democratic National Convention,True
1136,986,ICE Agent Commits Suicide in NYC; Leaves Note Revealing Govt Plans to Round-up & DISARM Americans During Economic & Bank Collapse | EndingFed News Network,False
105,105,Sen. Obama has always had a 100 percent prochoice rating.,True
1219,1069,BREAKING: THE REAL REASON HILLARY CLINTON WONT BE CHARGED BY THE FBI,False
546,396,"ISIS Declares It Will kill Palestinians One By One, Yet Remains Quiet On Israel",False
1322,1172,"Decorated Hero Cop Caught Using His Authority to Steal $170,000 in State Fees",False
510,360,David Duke wins Louisiana Senate Debate in Landslide despite BLM Riots,False
290,140,Justice Department Staffers Monitor Polls on Election Day,True
151,1,Watch The Exact Moment Paul Ryan Committed Political Suicide At A Trump Rally (VIDEO),False
1020,870,"In Baltimore's call for federal police probe, a new search for answers (+video)",True
17,17,"U.S. Rep. Ron Kind, D-Wis., and his fellow Democrats went on a spending spree and now their credit card is maxed out",False
1145,995,When Will It End? Police Clash with Pipeline Protesters,False
1149,999,GLOBAL WARMING ALARMISTS DISAPPOINTED THAT HURRICANE MATTHEW WASNT WORSE,False
123,123,"Gov. Rick Scott cut the cost of prepaid college tuition by nearly $20,000.",True
1432,1282,Ooh Fuck,False
355,205,The 5 unspoken rules for covering Hillary Clinton,True
594,444,The Middle East Crises Trump Inherits Could Still Suck Him in,False
697,547,'NO CAMP! NO CAMP!': Scuffles break out at Hungary train station after police stop migrant train,True
958,808,The Israeli Trumpess,False
637,487,The World Is About To Witness A Breathtaking Once In A Century Event,False
195,45,Obama makes the right call to tough it out in Afghanistan,True
43,43,Says Ohio budget item later signed into law by Gov. John Kasich requires women seeking an abortion to undergo a mandatory vaginal probe.,False
357,207,Clinton Vs. Trump: Latest Electoral Prediction [Greg Laden's Blog] | Science and Technology,False
352,202,Only Demented Imbeciles Want A Killary Reign Of Terror,False
1226,1076,"Lesson learned? Goldman Sachs says not to expect ""Brexit-type surprise"" on Nov. 8",False
1433,1283,"The American Way: Socialism for the Rich, Free Enterprise for the Rest",False
809,659,Will the anti-Clinton revolt among American elites gain momentum?,False
1429,1279,Unprecedented letter from Chair of Joint Chiefs suggests U.S. military does not want a President Hillary,False
937,787,Relief efforts to find survivors intensify amid powerful aftershocks,True
998,848,AUSTRIAN DISGRACE: No jail for Muslim migrant who dumped his own baby in the middle of the road after he got drunk and enraged,False
1478,1328,Teacher sickout closes most Detroit schools Monday,True
1191,1041,5 takeaways from the first presidential debate,True
1347,1197,Experts Speechless! Countless People Miraculously Relieved of Serious Illness & Diseases-Must See!,False
1067,917,Carly Fiorina swipes at Trump: Look at this face.,True
1242,1092,Superbug cases spur FDA warning on dirty medical scopes,True
1368,1218,The She-Devil,False
580,430,"Exclusive: More than 100 lawsuits, disputes over taxes tied to Trump and his companies",True
1125,975,Climate Engineering And Cryosphere Collapse,False
420,270,"Yes, Ted Cruz could win",True
1221,1071,Michael Oliver  Here Is The Big Picture For Gold After The Takedown,False
1308,1158,Powerful Photo Series Challenges Societys Perception Of The Obese,False
948,798,Donald Trump Wins The Presidency In Historic Victory,False
1095,945,Missing on GOP debate stage: A future president (Opinion),True
728,578,UFO Investigator - MAX SPIERS - Found Dead After Vomiting Black Liquid.,False
745,595,Is A Birthday Surprise Coming For Hillary Criminalton? Kim Dotcoms Mysterious Tweet.,False
969,819,The Israeli Trumpess,False
1395,1245,P. Parenthood Chief Goes Toe-to-Toe with Attackers,True
1126,976,Donald Trump Wins The Presidency In Historic Mandate Victory As Hillary Clinton Concedes,False
742,592,Why Director Comey jumped at the chance to reopen Hillary investigation,False
1043,893,Who's winning Indiana? It's anybody's guess,True
673,523,'The only other option': Bernie Sanders backers turn to Green party's Jill Stein,True
677,527,Why Trump is a shocking GOP choice,True
1143,993,Canada Just Threw A Grenade Into Elizabeth Warren's Trade Fight With Obama,True
42,42,"Rep. David Cicilline is responsible for the federal loan guarantee to Solyndra, the failed solar company",False
21,21,The United States has the highest corporate tax rate in the free world.,True
165,15,How women lead differently,True
740,590,"India's Stonehenge: 7,000-Year-Old Megalithic Site is Oldest Observatory in South Asia",False
162,12,"Strong Solar Storm, Tech Risks Today | S0 News Oct.26.2016 [VIDEO]",False
391,241,"""America has a simple ideology"": how one of Russia's top US experts explains America",True
317,167,Fifteen Quotes Proving False Flag Terrorism & the Existence of a Shadow Government,False
1025,875,CNN Calls Sheriff Clarke A Terrorist After Trump Considers Giving Him An Incredible New Job | EndingFed News Network,False
905,755,News: Election Night Disaster: John King Tapped His Electoral College Map Too Hard And Fell Headfirst Into A Digital Hellscape,False
1214,1064,Hung jury in Jodi Arias sentencing phase removes possibility of death sentence,True
1150,1000,His campaigns statement that Trump accepts the truth of Obamas birthplace is filled with falsehoods,True
83,83,The amount of attention paid this week to Chris Christie makes the coverage of Benghazi ... pale in significance.,False
582,432,Get Ready For Civil Unrest: Survey Finds That Most Americans Are Concerned About Election Violence,False
1001,851,STRANGE THING moving up Alaskas Chena River caught on video,False
1134,984,"Thanks to Obama, the terrorist cancer is growing",False
318,168,"Bernie Sanderss vast universe of donors, mapped",True
1007,857,Election 2016 and the Growing Global Nuclear Threat,False
784,634,How Democrats killed Obama's college savings plan,True
1200,1050,The Pope vs. America,True
198,48,Pieczenik Rogue FBI Agents and Wikileaks are Spearheading a Movement to Stop the Clintons from Stealing the White House  TruthFeed,False
942,792,"In Jamaica, Obama indicates that he will remove Cuba from terrorism list",True
1430,1280,North Dakota Police Arrest Over 140 Pipeline Protesters,False
598,448,"McCarthy withdraws from speaker race, vote postponed",True
74,74,The cost of health care is now the single-biggest factor driving down the federal budget deficit.,True
727,577,I dare you to restrain yourself from laughing at Trump and Hillary in a stronger hot show,False
1390,1240,"In rare foreign trip, Assad flies to Moscow to meet with Putin",True
518,368,The Other Way of Knowing,False
1029,879,Iowa nightmare revisited: Was correct winner called on caucus night?,True
402,252,Kerry Adviser Marie Harf in Twitter Fight Over Iran Nukes,True
862,712,Bernie Sanders Says What The Media Wont: Trump Is A Gutless Political Coward,False
1026,876,Town in Wisconsin Passes Law That Fines Parents of Bullies,False
1315,1165,#DraftOurDaughters: Pro-War Hillary Faces Backlash Over Female Draft,False
40,40,Says a U.S. Supreme Court justice suggested that some U.S. cases will be decided based on South African law.,False
1367,1217,Can Donald Trump recover from this?,True
970,820,US Insiders  Not Russia  Leaked Clinton Emails,False
1421,1271,"Donald Trump triumphs in Michigan and Mississippi. Onward, reality show junkies",True
628,478,Re: DOJ AG Loretta Lynch Advised FBI Director to Keep New Emails from Congress,False
707,557,Israel: 1984 Everlasting,False
1220,1070,"Blame Government, Not Markets, for Monopoly",False
1075,925,Robert Durst of HBO's 'The Jinx' charged with murder,True
887,737,"Republicans have little reason to act on immigration  both today, but also before the 2016 primaries",True
1124,974,"After vowing to end two wars, Obama may leave three behind",True
426,276,American Express disowns Pink Floyd singer Roger Waters because of pro-Palestinian views,False
595,445,"Clinton and Trump: How they view ISIS, Putin, and US generals",True
1130,980,Eleven States Sue Obama Admin. over Transgender Directive,True
861,711,Google And God,False
1027,877,Here's why moderate Republicans aren't running for Congress anymore,True
676,526,Trump Team Begins Making List Of Executive Orders To Erase Obamas Presidency On Day One,False
1096,946,Senators Seek Living Wage for Capitol Hill Contractors,True
912,762,First Contact Film Trailer,False
1448,1298,Hotel CEO Caught Celebrating Using Government to Make Airbnb Illegal So They Can Price Gouge,False
587,437,"Experts Recommend Breaking Down Crushing Defeats Into Smaller, More Manageable Failures - The Onion - America's Finest News Source",False
379,229,Comment on Tainted Measles Vaccine Kills More Than 50 Children In Syria by Tragic Deaths Used To Promote Vaccine Fear  On The Fence About Vaccines,False
97,97,"The average student in Florida, what they actually pay out of pocket at our major universities for tuition is as much or less than what they spend on cellphones.",True
1216,1066,Re: Why Did Attorney General Loretta Lynch Plead The Fifth?,False
1438,1288,"Leaked Email: If She Wins, Hillary Will Own The Supreme Court for the Next 30 to 40 Years",False
1034,884,Climate change: What you can do (Opinion),True
739,589,"The Saber Rattling Between Saudis, Iran Just Got More Ominous",True
116,116,"In a majority of states, you can now marry freely, but can still be fired for who you love.",True
519,369,Obama and Putin outline competing visions on Syria,True
472,322,The Supreme Court cannot hide on Obamacare,True
1234,1084,"Obamacare Is Back At The Supreme Court, And These 6 Lives Hang In The Balance",True
1148,998,New bionic eye implant connects directly to brain,True
757,607,Senate GOP leaving tea party primary battles behind,True
314,164,Are Tensions With Russia Even Real?,False
1436,1286,Photo of the day: Miss Russia at the international beauty contest in Tokyo,False
298,148,"Re: If Donald Trump Wins, He Will Be 70 Years, 7 Months And 7 Days Old On His First Full Day In Office",False
1090,940,There is such a thing as being too late: Obama issues a desperate call for a global climate deal,True
978,828,Republican Protester Says He Was Nearly Killed After Trump Says Take Him Out,False
468,318,Scientists Fascinated By Lake Under The Sea: Those Who Enter Never Come Out [Watch],False
537,387,How Trump And Clinton Are Framing Their Closing Arguments,True
22,22,We just had the best year for the auto industry in America in history.,True
400,250,"Donald Trump said university was all about education. Actually, its goal was: Sell, sell, sell!",True
737,587,Electronic Voting Machines Caught Switching Trump Votes To Hillary: Trying to Steal Texas | Survival,False
38,38,"In the case of a catastrophic event, the Atlanta-area offices of the Centers for Disease Control and Prevention will self-destruct.",False
997,847,Swing-state stunner: Trump has edge in key states,True
93,93,Says a poll found him the only Republican candidate who could beat Barack Obama in Texas -- and by eight points.,True
215,65,Loretta Lynch becomes first African-American woman AG.,True
840,690,Jane Sanders to FBI: Get on with Clinton email probe,True
418,268,The Fix Is In: NBC Affiliate Accidentally Posts Election Results A Week Early: Hillary Wins Presidency 42% to Trumps 40%,False
719,569,Will the Comey bombshell really shake up the 2016 race?,True
550,400,Links 11/12/16,False
1360,1210,Is there any way Obama can fill Supreme Court vacancy?,True
1199,1049,"Comment on Voting Is Rigged & Used To Pacify The Public Says Three-Time US Presidential Candidate Ron Paul by Anonymous: There Is No One Way To Live On This Planet, But We Can Be Harmonious  Collective Evolution",False
414,264,Anderson Cooper Absolutely OWNS Kellyanne Conway After FBI Clears HillaryAgain (VIDEO),False
713,563,The GOP would unite against Trump at its own peril,True
65,65,Transgender individuals in the U.S. have a 1-in-12 chance of being murdered.,False
399,249,The circus of liars - America's three rings of evil clowns,False
324,174,Should Christians Celebrate Halloween?,False
322,172,So That Happened: Did Obama Forget That The GOP Runs Congress?,True
406,256,"'You've been fleeced': Congress grills Kerry, Obama officials on Iran nuke deal",True
270,120,Bernie needs to be ground to a pulp. Leaked Email to John Podesta in February,False
470,320,"Russia, India Discuss FGFA Advanced Fighter, Su-30MKI Upgrade",False
993,843,San Bernardino massacre: A horror that affects us all,True
157,7,Britains Schindler Dies at 106,True
294,144,Is the Iran deal unraveling? Think again. | Institution,True
847,697,A whirlwind day in D.C. showcases Trumps unorthodox views and shifting tone,True
1182,1032,"South Carolina, Nevada polls find Clinton far ahead",True
808,658,"Budgeting the Good War, for 75 Years",False
1142,992,Show biz: Business and breakthroughs,False
941,791,"Mitt Romney Calls Donald Trump 'A Phony, A Fraud'; Trump Hits Back",True
1414,1264,Harry Reid: Obama to Name Scalia Replacement in 3 Weeks,True
573,423,Breaking: Ivanka Trump Makes Tragic Announcement Both Donald Trump and Supporters Are Shocked (Video) | Prophecy,False
703,553,"City, County Leaders Ask Court To Lift Injunction On Obama Immigration Programs",True
563,413,"U.S. Economy Added 271,000 Jobs In October, Beating Expectations",True
1071,921,Two Points About the Hillary Clinton Email Fiasco,False
1407,1257,South Carolina primary brings high stakes for Marco Rubio and Jeb Bush,True
435,285,Obama Presses Putin to Strike Ukraine Peace Deal,True
565,415,"No, it's not 'World War 3'",True
1166,1016,BAHAHA! Wanna bet Hillary made THIS face when she found out about the FBI? [photo],False
134,134,Says the U.S. Supreme Court found that Social Security is not guaranteed.,True
1291,1141,Trump Votes Are Being Flipped To Clinton,False
1016,866,Did Trump Make a Secret Deal NOT To Prosecute Hillary In Exchange for Her Concession?,False
533,383,"Cleveland, Justice Department Reach Policing Deal",True
1466,1316,Voter Dreading Being Sent Over To Visibly Stupid Poll Worker - The Onion - America's Finest News Source,False
35,35,We have a federal government that thinks they have the authority to regulate our toilet seats.,True
1206,1056,The Overwhelming Stress of Being Denied a Bathroom,True
20,20,Women and men both are making less when you adjust for inflation than when John Kitzhaber was first elected governor.,False
504,354,Its not the locker-room talk. Its the lock her up talk.,True
287,137,The next president can have a big impact on climate policy  even without Congress,True
855,705,"CNN Reach New Low, Call Sheriff Clarke A Terrorist After Trump Gave Him The Most Important Job! | EndingFed News Network",False
243,93,French police hunt two brothers accused of Charlie Hebdo terror attack,True
250,100,Newly Approved GM Potatoes Have Potential to Silence Human Genes,False
986,836,CETA: Canada Has Challenged The EUs Chemical Regulations 21 Times,False
1330,1180,Hipster dog only likes 80s dog food that you cant get any more,False
269,119,Obama's terror strategy is failing: US must heed lessons of 9/11,True
1010,860,Russian pianist Denis Matsuev terrorized in US for supporting Putin,False
1196,1046,GOP Candidates Say Paris Attacks Highlight U.S. Leadership Failure,True
71,71,"Under Obama, home values in Florida collapsed, construction jobs were lost and the state had a high foreclosure rate.",False
917,767,Dem Operative Who Oversaw Trump Rally Agitators Visited White House 342 Times,True
466,316,John Oliver: Americas Increasingly Segregated Schools Are Very Rarely Equal in Any Way (Video),False
501,351,Physical Gold Demand and Fear,False
770,620,Guilty Verdict Returned In 'American Sniper' Murder Trial,True
826,676,18 State Swat Team Drill In Prep for Backlash Against a Stolen Election,False
967,817,WELCOME TO PARIS where tour buses have to navigate around all the new Muslim tent cities filling the streets,False
1047,897,November Kale,False
252,102,Why the latest Patriot Act reform wont be enough to rein in the NSA,True
1092,942,Were All Going To Lose On November 8th: Get Prepped With This Post-Election Chaos Checklist (VIDEO),False
327,177,"FACT CHECK: Hillary Clinton's Speech To The Democratic Convention, Annotated",True
94,94,"President Ronald Reagan sent troops into conflict only in one circumstance, which was in Grenada We were in a peacekeeping setting in Lebanon.",False
960,810,Seven World-Historical Achievements of the Iraq Invasion of 2003,False
1239,1089,TIME MAGAZINE Reaches NEW LOW: Its Sexist To Investigate Hillary Clinton!,False
158,8,Fact check: Trump and Clinton at the 'commander-in-chief' forum,True
253,103,"FBI expands probe of Clinton emails, launches independent classification review",True
896,746,CNBC Just Confirmed Comey Is Abusing His Power To Help Trump,False
892,742,The Truth About Atlantis [Video],False
915,765,What Walker's Departure Means for GOP Field,True
769,619,Congress Knew For At Least Two Years About Pentagon Efforts To Take Back Bonuses From Veterans,False
863,713,Sanders delegates' convention agenda,True
841,691,"Happy New Year, Wall Street: Congress Has Another Gift For You",True
1046,896,Unravelling Chattanooga: What do we know about shooter?,True
1380,1230,The Most Interesting Chart In The World  Part 2,False
884,734,What Youre Not Told: 90% Of American Media Is Controlled By Six Corporations,False
964,814,Brexit and the Law,False
524,374,"'Top secret' emails on Clinton server discussed drone program, may reference classified info",True
1388,1238,ISIS: Mortal Threat Or Paper Tiger?,False
32,32,What (the Obama administration is) going to come out with in the next several months is youre not even going to be able to burn coal very limitedly in the existing plants.,False
382,232,If Catcalls Were Politically Correct,False
319,169,"Former Ambassador Andrew Young calls for end to water fluoridation, Civil Rights Issue",False
959,809,Comment on Sheriff Says Cannabis Makes People Murderers Because Rational Thought Leads to Violence by Isaid Dilligaf,False
1431,1281,Paul: Christie embraces Obamacare,True
1178,1028,Sanders challenge: Winning over Obama supporters,True
343,193,Who had to go :-),False
68,68,U.S. Rep. Phil Gingrey gave the government the power to electronically spy on Americans without a warrant.,False
1343,1193,Poll gives Biden edge over Clinton against GOP candidates; VP meets with Trumka,True
509,359,Study: Phytochemical Found In Broccoli And Cauliflower Attacks Prostate Cancer Cells,False
743,593,Poll: Obama popularity on the upswing,True
387,237,"Trump says Obama born in US, period  after new birther dust-up",True
680,530,Jeb Bush fights lonely battle defending Common Core,True
220,70,Truth Will Out Radio: The Laconia Incident,False
1366,1216,Donald Trump is blatantly racist  and the media is too scared to call him out on it,True
695,545,"Trump, Clinton clash in dueling DC speeches",True
285,135,Suspect captured in ambush-style killings of two Iowa cops,False
1272,1122,New Leak Exposes Hillarys Real Plan For Clinton Foundation Foreign Donors,False
1112,962,"Charlie Hebdo attack: Suspects' names, photos released",True
128,128,Barack Hussein Obama will ... force courts to accept Islamic Sharia law in domestic disputes.,False
78,78,Says Charlie Crist supports cuts to the Medicare Advantage program.,False
1318,1168,High Court Ruling Against Gay Marriage Would Produce 'Chaos',True
275,125,"Bush, Rubio and Kasich eye one another in the shadow of Trump",True
393,243,"Chaos on House floor as Dems, Republicans clash over LGBT proposal",True
1417,1267,'We the People' is at risk: Why America needs civics education,True
605,455,Donald Trump: The key to his success (Opinion),True
635,485,You Can't Be Intersectional While at the Same Time Being Elitist and Exclusionary,False
1386,1236,Western Culture is Wrecking Entire Continents,False
656,506,Democratic debate: Fact-checking the candidates,True
131,131,He told gay organizers in Massachusetts he would be a stronger advocate for special rights than even Ted Kennedy.,True
1097,947,Brian Williams Under Fire Over His Shifting Story Of Iraq Helicopter Attack,True
372,222,A Case Study On Why The Obamacare Lawsuit Is Based On Mythical History,True
547,397,"Hillary, The Political Scientist",False
1031,881,"In a revealing interview, Trump predicts a massive recession but intends to eliminate the national debt in 8 years",True
1175,1025,"Mike Brown Family Suing Ferguson, Wilson",True
160,10,"With all three Clintons in Iowa, a glimpse at the fire that has eluded Hillary Clintons campaign",True
577,427,Clinton media campaign follows BuzzFeed model,True
214,64,Rubios parting shot at Trump,True
1231,1081,"Trump claims GOP nomination, tells struggling Americans 'I am your voice'",True
985,835,Is it possible to fix the polarization of American politics?,True
950,800,Battle for the Ages,False
61,61,"Said he's the only Republican candidate ""who's actually turned around a government economy.""",True
349,199,'Historic' climate deal in sight as nations parse final text,True
766,616,Fiorina blames environmentalists for California drought,True
798,648,Dont write Donald Trumps political obituary just yet: Why surging Ben Carson looks like a flavor of the month,True
875,725,Islamic State accepts Boko Haram allegiance pledge,True
1336,1186,Putin: Crimean Integration Into Russian Legal Framework Goes Forward,False
471,321,"Our real police/race problem: Diverse forces, white resentment, and Americas persistent divides",True
810,660,American Funhouse: Manufacturing Consent,False
330,180,Scott Walker Confronts Doubts About His Grasp of Foreign Policy,True
1250,1100,Has science gone too far?,False
1024,874,"As Crooked HIllary Investigation Reopens, Democrat Cities Push To Allow Illegal Immigrants Voting",False
1177,1027,U.S. LAWMAKERS RAISE PRIVACY CONCERNS OVER NEW HACKING RULES,False
1337,1187,Comment on 10 Strange Facts About Our Presidents by tania de saram,False
264,114,Don't blame all immigrants for San Francisco shooting,True
15,15,"In this last election in November, ... 63 percent of the American people chose not to vote, ... 80 percent of young people, (and) 75 percent of low-income workers chose not to vote.",True
1439,1289,"Iowas Des Moines Register endorses Clinton, Rubio",True
932,782,14 Days and Counting-There Will Be a Civil War No Matter Who Wins the Election,False
1162,1012,Billionaire Donald Trumps Presidential Campaign Is Flat Out Broke,False
668,518,"Libertarian VP Candidate Gives Up, Will Focus on Preventing Trump Presidency",True
551,401,Obama: Syria war unlikely to end during his presidency,True
1161,1011,Our Debt to Paula Jones,False
107,107,The (federal) debt is growing by more than $4 billion a day.,True
1176,1026,SWEDISH OUTRAGE as Muslim colonizers get preference for housing while native Swedes are out in the cold,False
751,601,Popular Health Exchange In Jeopardy After Surprise Republican Win,True
389,239,GOOGLE PLANNED MASSIVE AI INTEGRATED SOCIAL NETWORK SPY TOOL FOR HILLARY CAMPAIGN IN 2014,False
64,64,"Under Mayor Cicilline, [Providence] was a sanctuary city.",False
1055,905,Pakistan expels India diplomat in tit-for-tat move,False
962,812,The REAL REASON Hillary Was Not Prosecuted For Her Email Scandal Will Infuriate You,False
558,408,Momentum to bar Syrian refugees slows,True
1246,1096,Militias prepare for election unrest while Christians fast,False
259,109,What happens if Clinton drops out?,True
1109,959,Two-time world champion in kickboxing killed in Moscow. Video,False
940,790,Confirmed: Public overwhelmingly (10-to-1) says media want Hillary to win,False
953,803,Scalias death comes just a month before the courts biggest abortion case in years,True
1319,1169,"Shift in Cuba politics boosts Obama, challenges Rubio",True
570,420,The Benghazi bust: Trey Gowdy and his GOP colleagues embarrassed themselves,True
1060,910,Lawbreaking AirBnB At It Again: Sends Out Spam That Violates CAN-SPAM Act,False
413,263,America After Election 2016: the Gullible and the Shattered - David Kerans,False
625,475,"Muslims Start Chanting Allah On Plane, Flight Attendant Quickly Shuts Them Up",False
1223,1073,Take The Money!!: Emails Show How Clinton Campaign Manages Lobbyist Donations,True
311,161,U.S. Taxpayers Pay AT&T Millions of Dollars a Year For the Privilege of Spying on Them,False
1290,1140,Netanyahu walks back Palestinian state comment,True
1373,1223,Project Veritas: Scott Foval Reveals Who Was Really Behind the Romney 47% Video,False
903,753,Comment on This is My Second One  Virginia Cop Caught Bragging About Killing Two Unarmed People by Jamieson,False
353,203,This anti-Trump advert on the side of a bus is really visually clever and you have to see it in motion,False
1111,961,"Death of millions of Yemenis in the ""forgotten war""",False
1296,1146,Women Should Vote With Their Husbands,False
189,39,Both parties want to craft populist messages for 2016,True
340,190,Culchie Tries To Explain Rules Of 25 One More Time,False
1405,1255,Help Blow Up the Globalists Plot to Steal the Presidency- Make This Go Viral,False
921,771,Nearly All Wild Animals Face Mass Extinction By 2020,False
1,1,When did the decline of coal start? It started when natural gas took off that started to begin in (President George W.) Bushs administration.,True
1102,952,"ObamaCare has cancer. And if its not treated quickly and aggressively, it will die",True
1181,1031,"A nuclear deal has been reached, but Iran must free Jason Rezaian",True
1008,858,"How Barack will juggle Bibi, Vlad and Hillary",True
947,797,Cruz's immigration gambit,True
133,133,"We are already almost halfway to our 2010 goal of creating 700,000 new jobs in seven years.",False
1379,1229,Pentagon Seeks Another $6 Billion for Overseas Troop Deployments,False
245,95,CNN: One voter can make a difference by voting repeatedly,False
239,89,Exclusive: GOP campaigns plot revolt against RNC,True
289,139,Mother And Daughter Remind MSNBC Reporter That Trump Has Black Supporters,False
749,599,The media unload on Donald Trump,True
874,724,Amurexit from NAFTA TPP Wall Street and Global Policeman,False
1338,1188,French Political Leader: France is about to Enter a Holy War with Islam  Embrace Christianity Never Accept the Religion of Satan,False
699,549,How a $15 minimum wage went from extreme to enacted,True
759,609,Anti-Trump delegates now responsible for nominating him,True
1369,1219,Can Hillary rebuild her campaign with an upbeat message? And will anyone even notice?,True
419,269,Lynch schools the wingnuts: How the right tried  and failed  to wound Obamas AG nominee,True
500,350,To the Youth a Day After the Election: Another World Is Possible,False
41,41,Says Marco Rubio skipped 18 defense votes including one to arm the Kurds to fight ISIS.,True
723,573,The True Scandal of 2016 Was The Torture of Chelsea Manning     :,False
1213,1063,"Blog: If Donald Trump Pardons Me, I Would Be Honored To Serve As Secretary Of Agriculture",False
499,349,The Path To Total Dictatorship: Americas Shadow Government And Its Silent Coup,False
1107,957,President Obama's persistent and puzzling passivity on terrorism,True
1048,898,'There appear to be no rules anymore',True
923,773,15 Foods That Contain the Most Vitamin E | Alternative,False
148,148,Says Gov. Rick Perry has been begging for the federal government to send the Coast Guard to patrol two lakes on the U.S.-Mexico border.,False
616,466,Gaming Obamacare,True
106,106,"Since Gina Raimondo took office, investment fees on the states pension portfolio have gone up from about $12 million annually to about $50 million.",True
443,293,Pope Francis implores Congress to accept immigrants as their own,True
539,389,What Is Hillarys Greatest Accomplishment?,True
514,364,Black Hawk crashes off Florida; human remains found,True
919,769,Trumps Star Vandalized On Hollywood Walk Of Fame - The Onion - America's Finest News Source,False
632,482,McCain Pledges to Help Pentagon Fix Scandal Over Excessive Military Bonuses,False
14,14,Most of the (Affordable Care Act) has already in some sense been waived or otherwise suspended.,False
115,115,President Obama decided not to meet with Prime Minister Benjamin Netanyahu in New York.,True
755,605,"Make music great again, with these 10 Trumped up album covers",False
943,793,Turkey Rounds Up Erdogans Political Opponents as Crackdown Widens,False
1391,1241,Former Apprentice contestant accuses Trump of groping her during job meeting,True
446,296,China Airport Security Robot Gives Electroshocks,False
792,642,Fact checking the fourth round of GOP debates,True
1241,1091,"Comment on Creating a National Security State Democracy, Or How the American Political System Changed and No One Noticed by James Miller",False
1119,969,What DNC Donors REALLY think of African Americans,False
1141,991,Puh-LEEZE! DOJs policy reminder to FBI is shameless (especially considering THIS)  twitchy.com,False
1287,1137,The Sad Evolution Of Education Summed Up By One Meme,False
974,824,California & Oregon Want To Secede From The U.S. After Trump Election,False
1394,1244,"Trump's lean campaign machine relying mostly on donor cash, not his own",True
990,840,Netanyahu warns supporters he may lose in Tuesdays election,True
1257,1107,"Obama's Presidential Library Will Be In Chicago, Foundation Announces",True
700,550,Will Asia trade deal hurt US workers? Six tough questions answered.,True
1140,990,Some GOP elites arent quite convinced by Trump charm offensive,True
1052,902,"Plutocrats love Jeb, but voters dont: Bushs electability argument is getting even weaker",True
744,594,BLOOMBERG-BACKED PENNSYLVANIA ATTORNEY GENERAL SENTENCED TO 10-23 MONTHS IN PRISON,False
972,822,Dad in weird mood since 2004,False
736,586,"Trump, Sanders trade blame over Chicago protests",True
1461,1311,"United States  reformation or fracture?, by Thierry Meyssan",False
1228,1078,"Obama Spends Earth Day In The Everglades, Taunting Republicans On Climate Change",True
1437,1287,Congressional auditors: VA health care is high-risk,True
