,News,Label
207,Clinton Vs. Trump: Latest Electoral Prediction [Greg Laden's Blog] | Science and Technology,FALSE
208,Jubilee Year of Mercy ends on November 20. Following Judgment?,FALSE
209,Iraq launches operation against ISIS in Anbar province,TRUE
210,UKIP MEPs Steven Woolfe & Mike Hookem reported to French police over Strasbourg scuffle,FALSE
211,Justices Kennedy and Scalia and their divide on gay rights,TRUE
212,Justice Clarence Thomas Describes Washington DC As â€œBrokenâ€,FALSE
213,"The Week In Pictures â€“ Week Of October 31, 2016 - The Onion - America's Finest News Source",FALSE
214,Jeb Bush's Foreign Policy Plan: More Military Spending Will 'Encourage Peace',TRUE
215,2006 Audio Emerges of Hillary Clinton Proposing Rigging Palestine Election,TRUE
216,Authorities search for clues after raid thwarts potential 'Belgian Charlie Hebdo' attack,TRUE
217,8 classic football banners of our time,FALSE
218,Tweetwave,FALSE
219,Trumpâ€™s Gettysburg Address against the New World Order,FALSE
220,Debate Goals for the Democratic Candidates,TRUE
221,'Spinning up as we speak': Email shows Pentagon was ready to roll as Benghazi attack occurred,TRUE
222,A Case Study On Why The Obamacare Lawsuit Is Based On Mythical History,TRUE
223,Trump Proudly Declares: Most Of The People Iâ€™ve Insulted Deserved It,FALSE
224,Dems sue GOP over Trump's 'rigged' complaints,FALSE
225,US Airstrikes on Iraqi Army Slowing Advance on Mosul,FALSE
226,Iran letter blowback startles GOP,TRUE
227,"Clinton Camp Desperate, Russia Trains for WWIII",FALSE
228,Donald Trump's GOP civil war,TRUE
229,Comment on Tainted Measles Vaccine Kills More Than 50 Children In Syria by Tragic Deaths Used To Promote Vaccine Fear â€“ On The Fence About Vaccines,FALSE
230,Laura Bush hints she'd rather see Hillary as president,TRUE
231,"Scott Walker, Rick Perry show limits of super PACs",TRUE
232,If Catcalls Were Politically Correctâ€¦,FALSE
233,Why Hillary Won't Unleash WWIII    : Information,FALSE
234,Is It Time To Reconsider Lifetime Appointments To The Supreme Court?,TRUE
235,"Clinton has delegates to win Dem nomination, AP reports; Sanders questions tally",TRUE
236,Hillary IMPLODES: Trump 'Took Everything...Paid Nothing To Support Us!',FALSE
237,"Trump says Obama born in US, â€˜periodâ€™ â€“ after new â€˜birtherâ€™ dust-up",TRUE
238,"MH370: If debris is part of missing plane, what's next?",TRUE
239,GOOGLE PLANNED MASSIVE AI INTEGRATED SOCIAL NETWORK SPY TOOL FOR HILLARY CAMPAIGN IN 2014,FALSE
240,Israel stole classified US information and used it to help congressional Republicans,TRUE
241,"""America has a simple ideology"": how one of Russia's top US experts explains America",TRUE
242,Poll shows Trump made up 13 points in under 2 weeks â€” now he likes polls again,TRUE
243,"Chaos on House floor as Dems, Republicans clash over LGBT proposal",TRUE
244,"New Study Links Fluoride Consumption To Hypothyroidism, Weight Gain, And Worse",FALSE
245,"Clinton, Sanders accuse Trump of inciting violence",TRUE
246,Memo to the Next Administration: Defense Spending Must Be For Actual Defense,FALSE
247,"In New Responses, Hillary Clinton Insists Email Setup A Matter Of 'Convenience'",TRUE
248,Trump mulls alternative options for making Mexico finance 'the wall',TRUE
249,The circus of liars - America's three rings of evil clowns,FALSE
250,"Donald Trump said â€˜universityâ€™ was all about education. Actually, its goal was: â€˜Sell, sell, sell!â€™",TRUE
251,Trump Has Forever Changed American Politics,FALSE
252,Kerry Adviser Marie Harf in Twitter Fight Over Iran Nukes,TRUE
253,"The role of the US and Nato in EU relations with China, by Manlio Dinucci",FALSE
254,"100,000 people have come to recent Bernie Sanders rallies. How does he do it?",TRUE
255,Trump The President: What Does That Mean For The World? - CounterCurrents.org,FALSE
256,"'You've been fleeced': Congress grills Kerry, Obama officials on Iran nuke deal",TRUE
257,"What 20,000 pages of hacked WikiLeaks emails teach us about Hillary Clinton",TRUE
258,Comment on Breaking: CDC Blocks Testimony of Their Senior Scientist Who Blew The Whistle on Severe Medical Malpractice by CDC Accused of Blocking Testimony from Senior Scientist â€” New York Malpractice & Injury Lawyer Blog,FALSE
259,FOX News Just Admitted It Made Up Story About Hillary Being â€œIndictedâ€ For Foundation,FALSE
260,Repudiating the Media,FALSE
261,Buchanan Smashes CNN Shill,FALSE
262,The Impossible Is Happening: Cubs Win World Series and Yesâ€¦ Hillary Clinton is Now Likely to be Indicted,FALSE
263,America After Election 2016: the Gullible and the Shattered - David Kerans,FALSE
264,Anderson Cooper Absolutely OWNS Kellyanne Conway After FBI Clears Hillaryâ€¦Again (VIDEO),FALSE
265,â€˜Schlonged!â€™ NYT: FBI reopened Hillary probe thanks to â€¦ ANTHONY WEINER?,FALSE
266,What do Americans really think of election coverage?,TRUE
267,Exclusive: Siege of Islamabad,FALSE
268,The Fix Is In: NBC Affiliate Accidentally Posts Election Results A Week Early: Hillary Wins Presidency 42% to Trumpâ€™s 40%,FALSE
269,Lynch schools the wingnuts: How the right tried â€” and failed â€” to wound Obamaâ€™s AG nominee,TRUE
270,"Yes, Ted Cruz could win",TRUE
271,"â€˜Canâ€™t build a wall, hands too small!â€™ â€“ NYC anti-Trump protest (Streamed live)",FALSE
272,Trump advisors try to pivot not fishtail,TRUE
273,"Christians drop, 'nones' soar in new religion portrait",TRUE
274,Comment on Brother of Clintonâ€™s Campaign Chair is an Active Foreign Agent on the Saudi Arabian Payroll by marlene,FALSE
275,Inside the Deliberations of a Hillary Clinton Campaign Launch,TRUE
276,American Express disowns Pink Floyd singer Roger Waters because of pro-Palestinian views,FALSE
277,Clinton condemns Trump over Chicago violence,TRUE
278,"In France, a growing debate over why some speech is protected and some isnâ€™t",TRUE
279,North Carolina Hillary Supporter Brags on Facebook About Voting Multiple Times,FALSE
280,Russia reacts to UN aid chief's Aleppo 'kill zone' remarks,FALSE
281,Representative Government or Thugocracy?,FALSE
282,Gay rights and religious liberty: Can Americans have both?,TRUE
283,"As Rand Paul stalls, Ted Cruz seeks to pick up support among libertarians",TRUE
284,â€œA dream come true for Hillary Clintonâ€: Wall Street Journal editorial board rips Ted Cruz,TRUE
285,Obama Presses Putin to Strike Ukraine Peace Deal,TRUE
286,"Trumka: Disappointment with Obama, a warning for Hillary",TRUE
287,Pro-Palestinian Propaganda Lowering Standards of Truth in America,FALSE
288,Wingnuts have a death-grip on Congress: Why Paul Ryan canâ€™t control the House GOP,TRUE
289,Lifting weights could ward off dementia and make you smarter,FALSE
290,People excited about Christmas adverts told about rest of human culture,FALSE
291,State Department warns of possible terror attack in South Africa,TRUE
292,Who Lost Iraq?,TRUE
293,Pope Francis implores Congress to accept immigrants as their own,TRUE
294,"Poll: Trump gains in Iowa, still dominates in New Hampshire",TRUE
295,Rand Paul Goes on Senate Floor to Protest NSA Spying Measure,TRUE
296,China Airport Security Robot Gives Electroshocks,FALSE
297,Obama Details His Disappointment With Netanyahu In First Post-Election Comments,TRUE
298,"Re: WikiLeaks: Neera Tanden has ANOTHER ringing endorsement for Hillary! (No, not really)",FALSE
299,Reality Check: First Clinton v Trump presidential debate,TRUE
300,Doomsday Election,FALSE
301,John Kasichâ€™s Advice for Women to Prevent Sexual Assault: Avoid Parties â€œWhere Thereâ€™s a Lot of Alcoholâ€,TRUE
302,The system set Boehner up for failure,TRUE
303,Gay marriage victory at Supreme Court triggering backlash,TRUE
304,Who rode it best? Jesse Jackson mounts up to fight pipeline; Leonardo DiCaprio to the rescue?,FALSE
305,McCarthy drops out of speaker race as House asks: Who wants this job? (+video),TRUE
306,"Democrats, Republicans in tight races as Iowans prepare to caucus",TRUE
307,Iran: Why the best outcome now is to keep negotiating without reaching a deal,TRUE
308,NAZI Flying Saucers & A Permanent Base in Antarctica,FALSE
309,BREAKING: Man Brags on Facebook of Voting 3 Timesâ€¦ Then Reveals How He Did It,FALSE
310,Furious parents slam â€˜damagingâ€™ BBC sex change show aimed at six-year-olds,FALSE
311,Trump Family Say Trump Brand Has NOT Been Damaged,FALSE
312,Rand Paul is flatlining,TRUE
313,Nurse Chris Christie Quarantined For Ebola Goes After Governor On Vaccines,TRUE
314,Can Paul Ryan and Donald Trump coexist within the Republican Party?,TRUE
315,"Cruz copying me on border wall, Trump says",TRUE
316,John Oliver: Americaâ€™s Increasingly Segregated Schools Are â€˜Very Rarely Equal in Any Wayâ€™ (Video),FALSE
317,The Rise of Mandatory Vaccinations Means the End of Medical Freedom,FALSE
318,Scientists Fascinated By Lake Under The Sea: Those Who Enter Never Come Out [Watch],FALSE
319,Jeb Bush loses TV ad edge to Marco Rubio,TRUE
320,"Russia, India Discuss FGFA Advanced Fighter, Su-30MKI Upgrade",FALSE
321,"Our real police/race problem: Diverse forces, white resentment, and Americaâ€™s persistent divides",TRUE
322,The Supreme Court cannot hide on Obamacare,TRUE
323,BREAKING : TED CRUZ CALLS FOR SPECIAL PROSECUTOR TO INVESTIGATE HILLARY â€“ TruthFeed,FALSE
324,"Poll: Hillary Clinton, Bernie Sanders both top Trump",TRUE
325,Donald Trump revokes Washington Post press access (+video),TRUE
326,The Real Reason Obamacare is Coming Unglued,FALSE
327,How Jeb Bush can avoid being the Jon Huntsman of 2016,TRUE
328,Revived Clinton Email Scandal Killed By A Slew Of New Facts In Record Time,FALSE
329,Iraqâ€™s Skies Darken as Islamic State Torches Oil,FALSE
330,New Yorkers fight to overturn ballot selfie ban,FALSE
331,Poll finds Ben Carson knocks Donald Trump from top spot nationally,TRUE
332,â€œIâ€™m glad that he wonâ€: The surprising Palestinian reaction to Netanyahuâ€™s win,TRUE
333,George W. Bushâ€™s Ethics Lawyer Files Complaint Against FBI Director James Comey,FALSE
334,Netflix Ceo: TVâ€™s Future includes Hallucination Pills,FALSE
335,Ernst to Trump: Stop with the name-calling,TRUE
336,Comment on Elections 2012-16 by BeamMeUpScotty,FALSE
337,After Debate Duke Says USA becoming Banana Republic,FALSE
338,"NOW FIVE FBI FIELD OFFICES ARE PROBING CLINTON CHARITY, ADDING FUEL TO THE FIRE",FALSE
339,White House: GOP Has Failed to Put â€˜Points on the Boardâ€™,TRUE
340,The Disappearing Middle: Electorate Way Less Moderate Than Past Primaries,TRUE
341,"Hannity: WikiLeaks Has Proven That ""Everything The Conspiracy Theorists Said"" Was True",TRUE
342,Russia successfully tests its first-ever hypersonic weapon,FALSE
343,The Hulk Actor Mark Ruffalo Has Joined Standing Rock to Protest DAPL,FALSE
344,AP FACT CHECK: The Republican debaters and the facts,TRUE
345,Why the drop in income inequality?,TRUE
346,Walmart Goes Against The Grain Of Obamaâ€™s America With New Thanksgiving Ad,FALSE
347,Senate Makes History By Confirming Loretta Lynch As U.S. Attorney General,TRUE
348,Manhunt for escaped killers expands to Vermont,TRUE
349,The Path To Total Dictatorship: Americaâ€™s â€œShadow Governmentâ€ And Its Silent Coup,FALSE
350,To the Youth a Day After the Election: Another World Is Possible,FALSE
351,Physical Gold Demand and Fear,FALSE
352,Protester charged with shooting officers in Ferguson,TRUE
353,Comment on U.S. war with Iran has already begun by Ø¬Ù†Ú¯ Ø§Ø±Ø²ÛŒ Ø¢Ù…Ø±ÛŒÚ©Ø§ Ø¹Ù„ÛŒÙ‡ Ø§ÛŒØ±Ø§Ù† / Ù…ÙˆØ±Ø¯ Ù…Ø·Ø§Ù„Ø¹Ø§ØªÛŒ Ø³Ø§Ù„ 1390 - Ú©Ø¯Ø¢Ù…Ø§ÛŒÛŒ,FALSE
354,Itâ€™s not the â€˜locker-roomâ€™ talk. Itâ€™s the â€˜lock her upâ€™ talk.,TRUE
355,"GOP braces for Trump loss, roiled by refusal to accept election results",TRUE
356,If You Have One Of These Old VHS Tapes It May Be Worth Over $1000,FALSE
357,Obama: Trump is â€˜unfit to serve as presidentâ€™,TRUE
358,Pope Francis met Kim Davis: why it matters in fight over religious freedom (+video),TRUE
359,Study: Phytochemical Found In Broccoli And Cauliflower Attacks Prostate Cancer Cells,FALSE
360,David Duke wins Louisiana Senate Debate in Landslide despite BLM Riots,FALSE
361,Paris Tragedy Could Shake Up 2016 Race,TRUE
362,Hillary Clinton Is Now Radioactive â€“ SoT #122,FALSE
363,2016's first GOP debate: Six things to look for in Charleston,TRUE
364,Black Hawk crashes off Florida; human remains found,TRUE
365,VIDEO: Creepy Clown Gets Pistol-Whipped!,FALSE
366,THE VISION THING Â‘16    : Information,FALSE
367,"Drudge, Koch, Soros, Bezos: These 4 non-politicians will determine the next president",TRUE
368,The Other Way of Knowing,FALSE
369,Obama and Putin outline competing visions on Syria,TRUE
370,Comment on Police Officerâ€™s Wife Caught Faking a Robbery In a Scheme To Frame Black Lives Matter by The Cat's Vagina (Nasty Woman),FALSE
371,Is the GOP losing Walmart?,TRUE
372,Supreme Court Decides to Weigh in On Transgender Rights,FALSE
373,If Hillary Clinton Is Charged With Obstruction Of Justice She Could Go To Prison For 20 Years,FALSE
374,"'Top secret' emails on Clinton server discussed drone program, may reference classified info",TRUE
375,Miracles Man: Metaxas Vs. Closed Minds And A Closed Universe,TRUE
376,Obamacare Premiums Spike an Average of 25%!,FALSE
377,Collective Consciousness â€“ The Individual is Gone,FALSE
378,Obama on gun control: His emotional evolution,TRUE
379,What Scientists Found Inside This 800-Year-Old Pot... Is Changing History!,FALSE
380,The Clock Is Ticking And Republicans Still Have No Serious Obamacare Alternative,TRUE
381,Trump treads on tradition in New Hampshire,TRUE
382,GOP presidential candidates hammer on 'top secret' Clinton emails in final days before Iowa Caucus,TRUE
383,"Cleveland, Justice Department Reach Policing Deal",TRUE
384,Physicists Say Consciousness Should Be Considered A State of Matter: The â€œNon Physicalâ€ Is Real,FALSE
385,"A GOP Weekend, Courtesy Of The Koch Network And Citizens United",TRUE
386,"Juan Williams: My bets on Trump, Clinton vice presidential picks",TRUE
387,How Trump And Clinton Are Framing Their Closing Arguments,TRUE
388,Scott Walker and questioning Obamaâ€™s faith,TRUE
389,What Is Hillaryâ€™s Greatest Accomplishment?,TRUE
390,"Iranians Spend $2.1b on Beauty Products Annually, 3 Times more than Their European Counterparts",FALSE
391,"Sanders, Trump easily win West Virginia primary; Trump picks up Nebraska too",TRUE
392,"Clinton, Sanders to Face Off in 1st Democrat Debate",TRUE
393,#InNorthDakota ~~ PALESTINIANS STAND WITH THE SIOUX,FALSE
394,"Human remains suggest explosion brought down EgyptAir plane, forensics official says",TRUE
395,US officials scanning terror databases in search for Paris attack suspects,TRUE
396,"ISIS Declares It Will kill Palestinians â€œOne By Oneâ€â€™, Yet Remains Quiet On Israel",FALSE
397,"Hillary, The Political Scientist",FALSE
398,"BOOM! This Is How President Reagan Handled Protesters: ""Negotiate? What is there to negotiate?"" [Video] Â» 100percentfedUp.com",FALSE
399,Clinton Picks Up The First Major Labor Endorsement Of 2016,TRUE
400,Links 11/12/16,FALSE
401,Obama: Syria war unlikely to end during his presidency,TRUE
402,'Blue and Brave': Illinois town rallies around police as search for officer's killer goes on,TRUE
403,Senate Advances Bill To Approve Keystone Pipeline Despite Obama's Veto Threat,TRUE
404,Comment on Indoor Gardening Made Easy: The Nutritower! by Indoor Gardening Made Easy: The Nutritower! â€“ Collective EvolutionGardening Business News UK | Gardening Business News UK,FALSE
405,US abstains from UN vote calling for end to Cuban embargo,FALSE
406,Young Turks Finds Out Why Trump Is About To Lose Utah For Republicans For First Time In Decades (VIDEO),FALSE
407,Comment on Mayor de Blasio claims hot dog carts are causing global warming by Dr. Eowyn,FALSE
408,Momentum to bar Syrian refugees slows,TRUE
409,New evidence that the legal immigration system discriminates against Latin Americans,TRUE
410,"America Might Not Deserve Trump, But Dems and Hillary Deserved To Lose",FALSE
411,Media turn blind eye to Hillary Clintonâ€™s glaring mistakes,TRUE
412,State Department admits to deliberately cutting briefing footage on Iran deal,TRUE
413,"U.S. Economy Added 271,000 Jobs In October, Beating Expectations",TRUE
414,"Hillary Clinton narrowly wins Kentucky, a state Bernie Sanders needed by huge margins",TRUE
415,"No, it's not 'World War 3'",TRUE
416,49 killed in shooting at Florida nightclub in possible act of Islamic terror,TRUE
417,Just Another Day In the Life of the Clinton Crime Family,FALSE
418,Muslims regularly use â€œInshallahâ€ (â€œGod Willingâ€ in Arabic) and nobody calls it â€˜Christophobicâ€™ hate speechâ€¦so why is â€œDeus Vultâ€ (â€œGod Willingâ€ in Latin) graffiti being called â€˜Islamophobicâ€™ Crusader hate speech?,FALSE
419,"Hillary Clinton, FBI and the Real November Surprise     : Information",FALSE
420,The Benghazi bust: Trey Gowdy and his GOP colleagues embarrassed themselves,TRUE
421,"Obama seeks global climate pact in Paris, amid resistance at home",TRUE
422,"2 deaths possibly linked to 'superbug' at UCLA hospital after 7 infected, 179 exposed",TRUE
423,Breaking: Ivanka Trump Makes Tragic Announcement Both Donald Trump and Supporters Are Shocked (Video) | Prophecy,FALSE
424,GOP Senator Silences the Entire Room With Remark About War Hero Opponent's Heritage at Debate,FALSE
425,2:00PM Election Day Water Cooler 11/8/2016,FALSE
426,News: A Somber Moment: Cubs Fans All Over The World Are Still Too Sad About Princess Diana To Celebrate The Cubsâ€™ World Series,FALSE
427,Clinton media campaign follows BuzzFeed model,TRUE
428,Your Facebook Page Could Land You In a FEMA Camp,FALSE
429,Watching These 55 ISIS Terrorists Get Blown to Smithereens is Sure to Brighten Your Day,FALSE
430,"Exclusive: More than 100 lawsuits, disputes over taxes tied to Trump and his companies",TRUE
431,Your dog probably has better healthcare than you do,FALSE
432,Get Ready For Civil Unrest: Survey Finds That Most Americans Are Concerned About Election Violence,FALSE
433,Historic firsts fill evening at Democratic National Convention,TRUE
434,Retired Bishop Explains Why The Catholic Church Invented Hell [Watch],FALSE
435,"Cruz camp responds to Rubio Photoshop flap, brushes off criticism",TRUE
436,Will a No-Fly Zone Help the People of Aleppo?,FALSE
437,"Experts Recommend Breaking Down Crushing Defeats Into Smaller, More Manageable Failures - The Onion - America's Finest News Source",FALSE
438,"Comment on Score one for the Second Amendment: Pizza Hut worker shoots, kills attempted robber by lynnmccrann",FALSE
439,War on Drugs Heading in Wrong Direction?,FALSE
440,"It Begins: Crowds Mass In Major Cities: DC, LA, NYC, Philly, Portland, Moreâ€¦ | Will It Escalate? | â€œ95% Chance Of Widespread Violenceâ€",FALSE
441,Hillary Fan SLEEPS At Rally! Snoozy Smurf Steals Show! (ABC News) Coconut Creek FLA,FALSE
442,"Neighbors Smell Smoke At Muslim Home, What They See In Window Is Horrific",FALSE
443,Ben Carson Throws Support Behind Donald Trump,TRUE
444,The Middle East Crises Trump Inherits Could Still Suck Him in,FALSE
445,"Clinton and Trump: How they view ISIS, Putin, and US generals",TRUE
446,John Kirby and the US State Department Blatantly Support Terrorists - Henry Kamens,FALSE
447,"Paul Ryanâ€™s big speaker hangup is reportedly his family. For a male lawmaker, thatâ€™s unusual.",TRUE
448,"McCarthy withdraws from speaker race, vote postponed",TRUE
449,Joe Giambrone on Hollywoodâ€™s Shameless & Underhanded Assault on Political Truth,FALSE
450,The immigration swamp,TRUE
451,"Blame government, not markets for monopoly",FALSE
452,'America is already strong': Obama continues Democrats' optimism,TRUE
453,Why the DNC's mysteriously hacked oppo file on Trump is a big yawn,TRUE
454,Hillary Clinton: â€˜No role whatsoever for American soldiers on the groundâ€™ in Iraq,TRUE
455,Donald Trump: The key to his success (Opinion),TRUE
456,"For First Time, Trump Shrinks In Spotlight; Fiorina Steals Show",TRUE
457,Carrot Top To Give Nobel Awards At Drive Thru Window,FALSE
458,Scott Walker's stealth 2016 strategy,TRUE
459,Gauis Publius: TPP Has Picked Up a Powerful Enemy â€” Black Lives Matter,FALSE
460,Training French soldiers to supervise Daesh,FALSE
461,Letâ€™s Make 2016 the Last Endless American Election,TRUE
462,November 8 Is (Finally) Here: An Abridged Election Day Resource Guide,FALSE
463,Going Back to the Future in 2016?,TRUE
464,A bad night for front-runners and a good night for governors,TRUE
465,How public funding of elections makes politics even more polarized,TRUE
466,Gaming Obamacare,TRUE
467,The Anatomy of Crisis and the Decline of US Empire,FALSE
468,Uncovered audio: Hillary was â€˜adamantly against illegal immigrantsâ€™,TRUE
469,Obama says world should address â€˜grievancesâ€™ that terrorists exploit,TRUE
470,7 Ways To Prepare For An Economic Crisis,FALSE
471,"Press must share the blame: The shallow, ratings-obsessed media is as responsible for Trump as the GOP",TRUE
472,"14 Days to Do 14 Things, If Hillaryâ€™s Indicted-Extreme Violence Expected",FALSE
473,Daesh abducts 1000s near Mosul to use them as human shields: UN,FALSE
474,Oregon Standoff Leaders Acquitted For Malheur Wildlife Refuge Takeover,FALSE
475,"Muslims Start Chanting Allah On Plane, Flight Attendant Quickly Shuts Them Up",FALSE
476,"Netanyahu: Iran A Threat to Israel, the World",TRUE
477,Unprecedented Surge In Election Fraud Incidents From Around The Country,FALSE
478,Re: DOJ AG Loretta Lynch Advised FBI Director to Keep New Emails from Congress,FALSE
479,A report said Trump's donations to vets might be shady. His response was predictable.,TRUE
480,How the confidence deficit is impacting the 2016 election,TRUE
481,"Anonymous hacker Deric Lostutter faces 16 years in prison, while Steubenville rapists walk free",FALSE
482,McCain Pledges to Help Pentagon Fix Scandal Over Excessive Military Bonuses,FALSE
483,Romney's timely Trump trolling,TRUE
484,Like a â€œConcentration Campâ€ Police Mark DAPL Protesters with Numbers and Lock Them in Dog Kennels,FALSE
485,You Can't Be Intersectional While at the Same Time Being Elitist and Exclusionary,FALSE
486,A sharpened debate: Is it ethical to not vote this year for president?,TRUE
487,The World Is About To Witness A Breathtaking Once In A Century Event,FALSE
488,Forbidden History. Secret Egyptology Exposed!,FALSE
489,THE AMERICAN PUBLIC CAN NO LONGER DEAL WITH THE LIMITLESS CORRUPTION OF THEIR GOVERNMENT,FALSE
490,CAN'T TRUST OBAMA! Look At Sick Thing He Just Did To STAB Trump In The Back... * LIBERTY WRITERS NEWS,FALSE
491,"Ryan so far proves he can 'make the sausage,' but he'll likely be serving a much different House party in 2016",TRUE
492,Attorney general nominee offers careful backing of Obama policies,TRUE
493,The end of white Christian America is nigh: Why the countryâ€™s youth are abandoning religious conservatism,TRUE
494,Can nuclear war break out on the Korean Peninsula?,FALSE
495,Strong jobs number holds risks for Clinton,TRUE
496,Sanders warns Clinton against moderate as VP,TRUE
497,Hacking Accusations Against Russia Are Sign of Washington's Desperation,FALSE
498,"Architect Of Paris Attacks Was Killed In Raid, French Authorities Say",TRUE
499,Dr. MacDonald & Dr. Duke Expose the Vicious War on Trump by the Jewish Establishment!,FALSE
500,Why conservatives refuse to believe Obama is Christian,TRUE
501,Why Donald Trump is beating Fox News -- and GOP rivals,TRUE
502,Election 2016 and the Weaponization of the American Public,FALSE
503,Obama seeks to calm fears over terrorism ahead of holiday season,TRUE
504,COMICAL: Larry the Cable Guy slams â€˜indefensibleâ€™ hypocrisy from Donna Brazile,FALSE
505,Hillary Clinton in lead a day before Election Day,FALSE
506,Democratic debate: Fact-checking the candidates,TRUE
507,Teenage Boy KNOCKS OUT His Classmate For Assaulting Their Female Teacher In The FACE- And Itâ€™s EPIC!,FALSE
508,Carson takes lead from Trump in new national poll,TRUE
509,"Hillary isn't winning over many pundits, even on the left",TRUE
510,"Meteor, space junk, rocket? Mysterious flash hits Siberia",FALSE
511,5 takeaways from the Republican debate,TRUE
512,â€˜Why is it the first time Iâ€™m hearing about this?â€™ asks office wanker,FALSE
513,"BREAKING: New Law Stops Hillary In Her Tracks, She Is Now Officially Ineligible To Run",FALSE
514,Lawmakers caught in battle between House ethics cops,TRUE
515,"New O'Keefe Video: Clinton Campaign, DNC Coordinated With Organizations To Incite Violence At Trump Events",TRUE
516,"We do not like trampolining, say hedgehogs",FALSE
517,"Yes, There Is a Clinton Double Standard",TRUE
518,"Libertarian VP Candidate Gives Up, Will Focus on Preventing Trump Presidency",TRUE
519,â€œIâ€™ve Always Been An Admirer Of Donald Trumpâ€ â€“ Taoiseach,FALSE
520,Now waiting for the results | Opinion - Conservative,FALSE
521,BrotherJohnF Silver Update: Fake Election,FALSE
522,"When They Asked Her What She Thinks of Hillary Clinton, They Never Expected Her to Say THIS!",FALSE
523,'The only other option': Bernie Sanders backers turn to Green party's Jill Stein,TRUE
524,"Trump, Clinton Head Into SC with Fierce Competition on Their Heels",TRUE
525,Which Non-OPEC Producers Can Be Expected To Cut?,FALSE
526,Trump Team Begins Making List Of Executive Orders To â€˜Erase Obamaâ€™s Presidencyâ€™ On Day One,FALSE
527,Why Trump is a shocking GOP choice,TRUE
528,What The Trump Skeptics Got Wrong,FALSE
529,Donald Trump: â€˜We have to take back the heart of our countryâ€™,TRUE
530,Jeb Bush fights lonely battle defending Common Core,TRUE
531,Donald Trump canâ€™t resist blaming Bill Clinton when his own sexism comes up,TRUE
532,Hillary Clinton Jumps the Shark with â€˜Trumpâ€™s Secret Russian Serverâ€™ Conspiracy Theory,FALSE
533,Will Clintonâ€™s experience be a liability?,TRUE
534,"Obama outlines plan to keep 5,500 troops in Afghanistan",TRUE
535,Biden backers to naysayers: Not so fast,TRUE
536,Clinton Enjoys Post-DNC Bounce - But Will it Last?,TRUE
537,Alabama Prison Officials Retaliate Against Prison Strike Leader By Cutting Water To Cell,FALSE
538,Re: Texas Police Arrest Trump Voter for Wearing â€œDeplorableâ€ T-Shirt,FALSE
539,"NGOs should condemn terrorists in Syria, not Russia fighting them â€“ Foreign Ministry",FALSE
540,Genetically Modified Crops in U.S. Fail to Deliver Expected Yields,FALSE
541,The Fatal Expense Of American Imperialism,FALSE
542,Comment on A Group Of Reluctant Men Hold Kittens For The First Time. Hilarity Ensures by para para dinle,FALSE
543,House yanks first spending bill off the floor,TRUE
544,Donald Trump Pushes Republican Party to Its Breaking Point,TRUE
545,"Trump, Clinton clash in dueling DC speeches",TRUE
546,Hillary Clinton BETRAYED by Her Own Family: â€œWeâ€™re Voting for Trump!â€,FALSE
547,'NO CAMP! NO CAMP!': Scuffles break out at Hungary train station after police stop migrant train,TRUE
548,Green Partyâ€™s Margaret Flowers Challenges US Senate Debate in Maryland as Undemocratic [1],FALSE
549,How a $15 minimum wage went from â€˜extremeâ€™ to enacted,TRUE
550,Will Asia trade deal hurt US workers? Six tough questions answered.,TRUE
551,#BoycottComedianâ€¦ROBERT DENIRO Wanted â€œTo Punch Trump In The Faceâ€â€¦Supports Anti-Trump Riotersâ€¦Now Wants Americans To Support His New Movie [VIDEO],FALSE
552,Doctor Finds New Life As A Clown More Fulfilling | GomerBlog,FALSE
553,"City, County Leaders Ask Court To Lift Injunction On Obama Immigration Programs",TRUE
554,BREAKING : Bay of Pigs Veterans Association Endorses Donald Trump â€“ TruthFeed,FALSE
555,Rigged Election: Hillary & Trump Caught Partying with Kissinger at Jesuit Gala,FALSE
556,Democrats Clinton and Sanders pounce on Flint water crisis â€” and each other,TRUE
557,Israel: 1984 Everlasting,FALSE
558,"No, Sanders wouldn't be a better match for Trump",TRUE
559,Georgia Abandons Ukraine's Anti-Russian Obsession - Archil Sikharulidze,FALSE
560,"Trump Vows To ""Renovate"" the Bill of Rights",FALSE
561,â€˜People in Europe are full of fearâ€™ over refugee influx,TRUE
562,CNN Breaking News: Trump Tells Supporters To Vote Multiple Times,FALSE
563,The GOP would unite against Trump at its own peril,TRUE
564,Hillaryâ€™s â€œBig Tentâ€ is Obamaâ€™s â€œGrand Bargainâ€ on Steroids,FALSE
565,Kasich bows out. Did he do 'the right thing?',TRUE
566,October 28: Daily Contrarian Reads,FALSE
567,"How Western Media Teleported a Child 'Victim' from Homs to Aleppo (PHOTOS, VIDEO)",FALSE
568,The Sad Truth About Melania Trumpâ€™s Plagiarism Snafu,TRUE
569,Will the Comey bombshell really shake up the 2016 race?,TRUE
570,"Rating Obama, 50% say he's been a success",TRUE
571,"James Comey to be taken out, knows too much about Clintons",FALSE
572,"â€˜A noun, a verb and Donald Trumpâ€™: Rubio seeks to seize on Murphyâ€™s flaw",FALSE
573,The True Scandal of 2016 Was The Torture of Chelsea Manning     :,FALSE
574,OPEC sees oil prices exploding to $200 a barrel,TRUE
